file_path,bias
../../dataset/bffhq/0.5pct/align/0/28404_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/40283_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/39124_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/51618_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/44611_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/20892_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/59596_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/06022_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/11361_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/43031_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/33669_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/01741_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/47192_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/25927_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/08300_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/52724_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/27232_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/05810_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/08310_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/39865_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/69147_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/01261_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/30036_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/63023_0_0.png,0
../../dataset/bffhq/0.5pct/align/0/20816_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/47479_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/53242_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/35312_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/25700_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/08574_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/59938_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/62909_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/61285_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/03052_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/06345_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/00888_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/08030_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/10196_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/18757_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/12649_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/37720_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/32038_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/57453_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/01487_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/06642_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/50594_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/57640_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/48075_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/11407_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/63771_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/52441_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/38856_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/20205_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/21139_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/22296_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/24668_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/02336_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/45769_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/26582_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/06186_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/44884_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/03769_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/20052_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/53866_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/67354_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/28415_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/23171_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/51973_0_0.png,0
