file_path,bias
../../dataset/bffhq/0.5pct/align/0/45574_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/26273_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/55718_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/26139_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/69462_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/33570_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/46307_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/26855_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/00651_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/54719_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/39362_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/61026_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/23771_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/47215_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/49454_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/05595_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/20631_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/30023_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/07105_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/09571_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/12871_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/01264_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/41471_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/18727_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/03824_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/29517_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/29228_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/46857_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/57967_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/16758_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/34928_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/04534_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/64575_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/17732_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/07823_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/01495_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/48912_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/55644_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/39717_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/02368_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/04782_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/54801_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/31452_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/15537_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/08886_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/09059_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/57080_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/46325_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/39886_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/04031_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/08850_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/36914_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/57634_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/38225_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/47084_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/40592_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/57600_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/28786_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/27334_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/11259_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/16851_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/28516_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/52853_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/46511_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/62816_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/17624_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/31373_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/54221_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/55598_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/51745_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/18730_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/00826_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/27043_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/41493_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/41521_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/57960_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/48392_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/02602_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/20534_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/07357_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/20285_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/67121_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/40888_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/12067_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/60239_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/38885_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/42240_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/01702_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/35994_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/01334_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/54973_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/63422_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/28617_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/59341_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/10198_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/43480_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/53851_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/58089_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/57391_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/15024_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/51131_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/37450_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/62145_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/52852_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/17752_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/11703_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/26317_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/09408_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/39868_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/59923_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/02687_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/49240_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/01068_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/24144_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/68359_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/04420_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/37129_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/43973_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/66198_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/58342_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/20498_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/57031_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/10099_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/41722_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/42631_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/41567_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/10215_0_0.png,1
../../dataset/bffhq/0.5pct/align/0/37426_0_0.png,1
